mel_spectro_start,mel_spectro_end,mel_spectro_length,sentence,speaker
564876,565132,256,SX390,FHLM0
565132,565417,285,SX226,MSFH0
565417,565733,316,SI761,MJPM1
565733,565909,176,SX78,MMCC0
565909,566107,198,SA2,FJRB0
566107,566303,196,SI1665,MRBC0
566303,566564,261,SX244,MJRH1
566564,566861,297,SA1,MJLS0
566861,567148,287,SX311,MBOM0
567148,567497,349,SI1704,MAJP0
567497,567679,182,SX198,MRAV0
567679,567954,275,SX67,MLSH0
567954,568161,207,SA2,FRJB0
568161,568413,252,SX106,FCDR1
568413,568596,183,SA2,MRWS0
568596,568836,240,SA2,FMJF0
568836,569110,274,SA2,MTER0
569110,569240,130,SX127,MTLC0
569240,569369,129,SI1768,MCAL0
569369,569564,195,SA2,MZMB0
569564,569816,252,SX167,MKJO0
569816,570101,285,SA1,MJRK0
570101,570400,299,SI561,MJPG0
570400,570603,203,SX111,FDAS1
570603,570824,221,SX35,MPRB0
570824,571128,304,SA1,MDED0
571128,571415,287,SX328,MRJT0
571415,571692,277,SA1,FKFB0
571692,571955,263,SA1,FCMM0
571955,572239,284,SI2340,MRMG0
572239,572451,212,SX341,FDXW0
572451,572915,464,SI1738,MSFH0
572915,573189,274,SA1,MMGG0
573189,573513,324,SX178,FLJA0
573513,573720,207,SX51,MRMB0
573720,574004,284,SI2186,MVJH0
574004,574308,304,SA1,MBTH0
574308,574666,358,SI2197,MKDD0
574666,574952,286,SA1,MWAR0
574952,575238,286,SX312,FJXP0
575238,575345,107,SI1937,MJDM0
575345,575676,331,SI918,MTRR0
575676,575898,222,SA1,MRLK0
575898,576308,410,SA1,FEXM0
576308,576582,274,SA1,FMAH1
576582,576951,369,SA1,FDMY0
576951,577217,266,SX135,MJRH0
577217,577551,334,SI623,MKES0
577551,577757,206,SA2,MKAH0
577757,578004,247,SX73,FPMY0
578004,578192,188,SX201,MBEF0
578192,578433,241,SX215,FSJK1
578433,578726,293,SX451,MCXM0
578726,578941,215,SX63,MJWS0
578941,579203,262,SI1482,MRPC1
579203,579397,194,SX271,FLAC0
579397,579581,184,SX22,MDSJ0
579581,579759,178,SX253,FSJW0
579759,579911,152,SI1789,FVKB0
579911,580184,273,SA1,MBML0
580184,580459,275,SX377,MPRK0
580459,580804,345,SI1317,MGRP0
580804,581037,233,SI1529,FSKL0
581037,581339,302,SX312,FAEM0
581339,581577,238,SA2,MMGC0
581577,581802,225,SX241,FJLR0
581802,582023,221,SX74,MTMN0
582023,582175,152,SI2229,MREH1
582175,582470,295,SI1695,MTML0
582470,582699,229,SX316,MGAK0
582699,582968,269,SI1742,FEEH0
582968,583303,335,SI1980,MCTM0
583303,583558,255,SI1561,FDTD0
583558,583788,230,SX288,MARC0
583788,583998,210,SA2,MRLJ0
583998,584202,204,SI2250,MAEB0
584202,584491,289,SA1,FCMG0
584491,584707,216,SA2,MMBS0
584707,585101,394,SI1461,FDAS1
585101,585230,129,SI1617,MMDB0
585230,585449,219,SX154,FPAF0
585449,585677,228,SI695,FALR0
585677,585866,189,SX263,MKDT0
585866,586074,208,SX272,FTMG0
586074,586291,217,SX405,FLMK0
586291,586533,242,SX64,FPAF0
586533,586720,187,SX217,FBAS0
586720,587025,305,SX366,FMKF0
587025,587294,269,SA1,MCTH0
587294,587601,307,SA1,FCKE0
587601,587830,229,SI1086,FALK0
587830,588040,210,SX210,MRJB1
588040,588314,274,SA2,MHMR0
588314,588576,262,SI1512,MTWH1
588576,588779,203,SX446,MRFK0
588779,588959,180,SI2256,MWSB0
588959,589139,180,SI1407,MLNS0
589139,589299,160,SX334,MKAJ0
589299,589446,147,SX22,MGAF0
589446,589788,342,SA1,MPMB0
589788,589936,148,SX217,FKDW0
589936,590102,166,SX183,FCMM0
590102,590395,293,SX247,MJEE0
590395,590663,268,SX141,MTDB0
590663,590893,230,SX425,FEME0
590893,591083,190,SA2,MDMT0
591083,591299,216,SA2,MKLW0
591299,591519,220,SI1886,FSCN0
591519,591771,252,SX292,MJLG1
591771,592326,555,SI1501,MPMB0
592326,592583,257,SA1,MJJM0
592583,592700,117,SI672,FJRB0
592700,592881,181,SX106,MDBB1
592881,593131,250,SI1101,FEXM0
593131,593281,150,SX384,MBOM0
593281,593592,311,SX423,MJWS0
593592,593945,353,SI517,MVLO0
593945,594283,338,SI2025,MDLC0
594283,594594,311,SI1672,MJDG0
594594,594756,162,SA2,MAKR0
594756,595019,263,SX121,FDTD0
595019,595408,389,SI1780,MMDG0
595408,595639,231,SX315,MDLC0
595639,595900,261,SX429,MREH1
595900,596301,401,SX171,FLJG0
596301,596573,272,SX309,MDLR1
596573,596937,364,SX346,MMAR0
596937,597191,254,SX144,MMRP0
597191,597376,185,SI1870,MEJS0
597376,597597,221,SX443,MJJJ0
597597,597838,241,SI1963,FSJW0
597838,597984,146,SI506,MTPR0
597984,598213,229,SA2,MGRL0
598213,598390,177,SX111,MRCW0
598390,598574,184,SI1503,FCAG0
598574,598806,232,SI610,MEJS0
598806,598996,190,SX443,MMDS0
598996,599297,301,SX423,MMDM1
599297,599651,354,SX170,FLTM0
599651,599870,219,SI784,MKAJ0
599870,600088,218,SA2,MTWH1
600088,600305,217,SX73,MCDD0
600305,600528,223,SX443,MKES0
600528,600642,114,SI1887,FKLH0
600642,600968,326,SX451,FSJS0
600968,601260,292,SX226,MDLB0
601260,601521,261,SI2291,MJDA0
601521,601616,95,SI1749,MWAD0
601616,601860,244,SX292,MGAF0
601860,602047,187,SX52,MFER0
602047,602461,414,SI2102,MBTH0
602461,602602,141,SI2292,FVFB0
602602,602763,161,SI559,MMWS0
602763,602980,217,SA2,MSDB0
602980,603225,245,SX344,MJSR0
603225,603525,300,SI1302,FJRB0
603525,603920,395,SI633,FAJW0
603920,604189,269,SA1,MCEF0
604189,604415,226,SX353,MSAT1
604415,604594,179,SI2224,MRLD0
604594,604801,207,SX256,FLJD0
604801,605035,234,SI2220,FPLS0
605035,605517,482,SI1097,MPRK0
605517,605757,240,SX357,MMLM0
605757,605979,222,SA2,MCTH0
605979,606222,243,SA1,MTPF0
606222,606621,399,SI1263,FAJW0
606621,606840,219,SX96,MNET0
606840,606996,156,SI1962,MESG0
606996,607170,174,SX207,FSGF0
607170,607583,413,SI788,FECD0
607583,607901,318,SI2316,FSLS0
607901,608114,213,SA2,FMBG0
608114,608341,227,SI2041,MABC0
608341,608713,372,SI1176,MGSH0
608713,609026,313,SX201,FEXM0
609026,609221,195,SX45,MHBS0
609221,609435,214,SX144,MFXS0
609435,609805,370,SX311,MKLW0
609805,610033,228,SA2,MCAL0
610033,610293,260,SA1,MMAA0
610293,610481,188,SI1911,MBEF0
610481,610780,299,SI2337,MSDS0
610780,611065,285,SA1,MMAM0
611065,611247,182,SI706,MMAR0
611247,611470,223,SX234,MBMA1
611470,611662,192,SX93,MWRP0
611662,611803,141,SX182,MAKR0
611803,612007,204,SI1500,MREW1
612007,612265,258,SX57,MGRP0
612265,612456,191,SX42,FJRB0
612456,612632,176,SX16,MDWM0
612632,612799,167,SX325,MJMA0
612799,613028,229,SX285,MRAM0
613028,613288,260,SX243,MJWS0
613288,613511,223,SA2,MRLK0
613511,613760,249,SA1,MDDC0
613760,614116,356,SI903,MILB0
614116,614426,310,SA1,FPAD0
614426,614636,210,SA2,MRLD0
614636,614934,298,SX84,MAJP0
614934,615078,144,SI1971,FJXM0
615078,615331,253,SX238,MMJB1
615331,615620,289,SA1,FJLR0
615620,615805,185,SI1770,MRVG0
615805,616067,262,SI1734,MREE0
616067,616313,246,SX250,MJRK0
616313,616537,224,SX258,MMCC0
616537,616779,242,SI1081,FDKN0
616779,617051,272,SA1,MKDB0
617051,617303,252,SX89,MMWB0
617303,617518,215,SI1582,FJDM2
617518,617713,195,SX358,MEWM0
617713,618028,315,SI1981,MCXM0
618028,618226,198,SX291,FTBR0
618226,618523,297,SX173,MKES0
618523,618822,299,SX367,MCAE0
618822,619071,249,SX107,MTKD0
619071,619361,290,SA1,MWSB0
619361,619624,263,SA1,MCAL0
619624,619850,226,SX431,FDXW0
619850,620081,231,SI1118,MTMT0
620081,620403,322,SA1,FJDM2
620403,620609,206,SA2,FLJD0
620609,620942,333,SA1,FPAB1
620942,621092,150,SX30,MKAG0
621092,621309,217,SX276,MRGS0
621309,621535,226,SX156,MMXS0
621535,621913,378,SI543,MTBC0
621913,622153,240,SX18,MRTC0
622153,622530,377,SI1435,MDLC1
622530,622805,275,SX347,MEAL0
622805,623009,204,SA2,MMXS0
623009,623242,233,SA2,MCRE0
623242,623533,291,SI997,MESJ0
623533,623694,161,SI574,MDLH0
623694,623899,205,SX399,FMJU0
623899,624254,355,SA1,MTDP0
624254,624495,241,SX297,FDMY0
624495,624795,300,SI1321,MGAG0
624795,624997,202,SI2153,MKDT0
624997,625381,384,SI2036,FDAW0
625381,625640,259,SX340,MTPR0
625640,625868,228,SA2,FDNC0
625868,626169,301,SX422,MJBG0
626169,626461,292,SI1551,MRTJ0
626461,626721,260,SX57,FJEN0
626721,626964,243,SI1927,FCYL0
626964,627159,195,SA2,MESJ0
627159,627287,128,SX31,FCKE0
627287,627633,346,SX433,FAPB0
627633,627883,250,SA2,FBCH0
627883,628233,350,SI1462,MDSJ0
628233,628439,206,SX345,MFRM0
628439,628693,254,SI1275,MRAM0
628693,629063,370,SI1052,FJSK0
629063,629371,308,SX350,MTJG0
629371,629574,203,SI878,MTPP0
629574,629807,233,SX167,MPSW0
629807,630025,218,SX238,FKLC1
630025,630351,326,SX136,MSFH0
630351,630530,179,SX72,FCMG0
630530,630733,203,SA2,MMDM0
630733,630945,212,SX39,MHMR0
630945,631268,323,SI957,MBCG0
631268,631497,229,SX268,MEWM0
631497,631762,265,SA1,MRJM1
631762,631938,176,SX236,FBMH0
631938,632111,173,SX254,MTRT0
632111,632514,403,SI902,FTMG0
632514,632776,262,SX52,MFMC0
632776,633030,254,SX179,FJLG0
633030,633229,199,SX130,MTJU0
633229,633444,215,SX360,MDWD0
633444,633723,279,SX452,MWCH0
633723,634018,295,SA1,MTRR0
634018,634264,246,SX378,MJPM0
634264,634483,219,SX86,FSCN0
634483,634860,377,SI979,MKAG0
634860,635119,259,SA1,FALK0
635119,635476,357,SI2125,MJMA0
635476,635788,312,SX79,FSBK0
635788,636100,312,SX312,MRPC1
636100,636359,259,SA1,FPAZ0
636359,636803,444,SI772,MRTJ0
636803,637114,311,SX179,MMWB0
637114,637346,232,SA1,MRMS0
637346,637537,191,SI466,MJLS0
637537,637754,217,SX182,MSFV0
637754,637913,159,SX80,MTJG0
637913,638141,228,SX397,FKDW0
638141,638447,306,SA2,MPRK0
638447,638681,234,SI1035,FLMK0
638681,638838,157,SX263,MMDS0
638838,639095,257,SX375,MKLS1
639095,639416,321,SA1,MMVP0
639416,639674,258,SX332,MKDB0
639674,639971,297,SI1792,MRGM0
639971,640164,193,SX291,MRCW0
640164,640401,237,SX26,MMSM0
640401,640561,160,SX427,MWRE0
640561,640829,268,SA1,MDAS0
640829,641012,183,SA2,MJXA0
641012,641467,455,SI1054,FPAF0
641467,641769,302,SX346,MWSH0
641769,641987,218,SI1773,MJWS0
641987,642276,289,SX76,MMAR0
642276,642602,326,SX452,MCEW0
642602,642849,247,SX419,MJJB0
642849,643225,376,SI1743,FTLG0
643225,643491,266,SA1,MADD0
643491,643759,268,SA1,MDWM0
643759,644071,312,SX398,FKAA0
644071,644222,151,SI2051,MRML0
644222,644475,253,SX341,MMPM0
644475,644628,153,SI2050,MRLJ0
644628,644841,213,SX96,MDAS0
644841,644979,138,SI486,MBCG0
644979,645284,305,SX174,MGSL0
645284,645589,305,SX234,FSMM0
645589,645910,321,SI2272,MJLG1
645910,646199,289,SI1020,MRJB1
646199,646628,429,SI1376,MSAS0
646628,646815,187,SA2,MGAF0
646815,647097,282,SX218,MSVS0
647097,647191,94,SX70,MJRK0
647191,647328,137,SX168,MMCC0
647328,647519,191,SI1049,MSAH1
647519,647758,239,SA2,MJWS0
647758,648068,310,SI1446,MNET0
648068,648277,209,SI612,MHXL0
648277,648701,424,SI927,FSGF0
648701,648919,218,SX83,MSAT1
648919,649088,169,SI1839,MCTH0
649088,649374,286,SA1,MRWA0
649374,649695,321,SX406,MSTF0
649695,649865,170,SI2266,MWSH0
649865,650199,334,SI921,FTBR0
650199,650478,279,SX305,MDWH0
650478,650645,167,SI2133,FCAG0
650645,650905,260,SX171,MDSS0
650905,651134,229,SX375,MHMG0
651134,651298,164,SX202,MNTW0
651298,651427,129,SX202,FBJL0
651427,651624,197,SX300,FKKH0
651624,651862,238,SA1,MMGC0
651862,652156,294,SI1014,MBOM0
652156,652424,268,SX398,MTMT0
652424,652774,350,SA1,FECD0
652774,652995,221,SX45,FLMK0
652995,653133,138,SI2026,MRPC1
653133,653400,267,SX288,MTRR0
653400,653564,164,SX294,MPGH0
653564,653933,369,SI1468,MRLK0
653933,654183,250,SA1,MJEE0
654183,654394,211,SA2,MRAB1
654394,654754,360,SI1556,MVJH0
654754,655185,431,SX166,MMAR0
655185,655338,153,SX254,MJAI0
655338,655627,289,SX147,FJEN0
655627,655765,138,SI1732,MRWS0
655765,655978,213,SX310,MTJU0
655978,656235,257,SX215,MMAA0
656235,656620,385,SI688,MCSS0
656620,656989,369,SI736,MJRG0
656989,657228,239,SI718,MEWM0
657228,657421,193,SI656,MJEB0
657421,657556,135,SI1852,MBMA0
657556,657864,308,SI1069,FSBK0
657864,658106,242,SI2110,MDCM0
658106,658383,277,SA1,FMJU0
658383,658534,151,SI2312,FJSK0
658534,658927,393,SI1251,MJJM0
658927,659149,222,SX180,MAEB0
659149,659468,319,SA1,MRCG0
659468,659738,270,SX426,MMXS0
659738,660045,307,SA1,MJBG0
660045,660282,237,SI1147,MVLO0
660282,660607,325,SX430,MDLH0
660607,660833,226,SX179,MBML0
660833,661018,185,SA2,MRHL0
661018,661205,187,SX261,MBGT0
661205,661583,378,SX327,MGRP0
661583,661772,189,SA2,MBOM0
661772,662109,337,SI1896,MDAS0
662109,662512,403,SI1347,MCHL0
662512,662743,231,SA2,MDRD0
662743,662979,236,SA2,FEEH0
662979,663227,248,SX221,MKLW0
663227,663454,227,SA2,FCLT0
663454,663670,216,SA2,FSCN0
663670,663888,218,SX112,FLMC0
663888,664086,198,SX424,MKAJ0
664086,664293,207,SA2,FSKL0
664293,664541,248,SX384,MMVP0
664541,664802,261,SA2,MMWB0
664802,664936,134,SI1662,MJRK0
664936,665153,217,SX294,MBOM0
665153,665348,195,SX326,FBMH0
665348,665548,200,SA2,MSRR0
665548,665783,235,SX154,MJRH1
665783,665925,142,SI1593,FPAZ0
665925,666159,234,SA1,MDHS0
666159,666341,182,SX381,MDNS0
666341,666581,240,SA1,MEAL0
666581,666791,210,SX287,MEAL0
666791,667058,267,SA1,MSRR0
667058,667277,219,SX91,FSMA0
667277,667424,147,SX30,MSRR0
667424,667664,240,SX201,FTBR0
667664,667957,293,SX132,MTAB0
667957,668199,242,SX343,MCDD0
668199,668480,281,SX411,MMDM0
668480,668731,251,SX377,MSMC0
668731,668922,191,SX249,FMAH1
668922,669197,275,SX247,MMAM0
669197,669513,316,SX155,FGMB0
669513,669802,289,SA1,MHXL0
669802,670017,215,SA1,MPGH0
670017,670270,253,SX211,MJWT0
670270,670439,169,SX64,MKAJ0
670439,670631,192,SX344,FRLL0
670631,670869,238,SX412,MBMA0
670869,671252,383,SI1222,MBMA0
671252,671541,289,SI2318,FBLV0
671541,671916,375,SI1477,MTLC0
671916,672101,185,SA2,MKLR0
672101,672378,277,SI1346,FPAD0
672378,672668,290,SX343,MRWA0
672668,673004,336,SI1959,MREE0
673004,673269,265,SA1,MRCW0
673269,673670,401,SI1891,FKDW0
673670,673858,188,SA2,FDFB0
673858,674176,318,SI1201,MJKR0
674176,674373,197,SI1606,MWGR0
674373,674570,197,SX445,MJWG0
674570,674761,191,SA2,MARC0
674761,674973,212,SX429,FMAH1
674973,675154,181,SX277,FMJB0
675154,675384,230,SX376,MDBB1
675384,675741,357,SI779,MTAT1
675741,676010,269,SX226,MGAK0
676010,676308,298,SI1597,MMAM0
676308,676655,347,SI1231,FJLR0
676655,676776,121,SI1954,MRAI0
676776,676893,117,SI974,MJDM0
676893,677116,223,SX264,FMJF0
677116,677462,346,SI624,FMJF0
677462,677623,161,SX294,MEDR0
677623,677834,211,SX249,MKLR0
677834,678071,237,SX62,MJBG0
678071,678375,304,SX312,FVFB0
678375,678556,181,SX277,MESJ0
678556,678757,201,SA2,FVMH0
678757,678930,173,SX204,MPGH0
678930,679106,176,SX31,FPAB1
679106,679316,210,SA2,MJRG0
679316,679539,223,SX40,MDCM0
679539,679764,225,SA1,MWCH0
679764,680001,237,SX354,MGSL0
680001,680327,326,SX58,MRJT0
680327,680556,229,SX183,MWRP0
680556,680843,287,SA1,FSMA0
680843,680982,139,SI1795,MJXL0
680982,681186,204,SX66,FSKC0
681186,681385,199,SX132,FJRB0
681385,681694,309,SX335,MTPF0
681694,681906,212,SA2,FDAS1
681906,682159,253,SX442,FMKC0
682159,682473,314,SX67,MJEE0
682473,682776,303,SI942,MTAB0
682776,683083,307,SX54,MBMA1
683083,683285,202,SI1595,MRDM0
683285,683555,270,SX76,MLEL0
683555,683782,227,SI1867,MJEE0
683782,683999,217,SX393,FTLG0
683999,684256,257,SX292,MRWS0
684256,684454,198,SX68,MJHI0
684454,684712,258,SI1800,MDED0
684712,684917,205,SX337,MMAM0
684917,685134,217,SA1,MDEF0
685134,685386,252,SA2,MBWP0
685386,685611,225,SI595,MLJC0
685611,686028,417,SX430,MTXS0
686028,686248,220,SA2,FNTB0
686248,686598,350,SI702,MESG0
686598,686803,205,SX411,MKRG0
686803,687012,209,SX221,MJDA0
687012,687216,204,SA2,FLMC0
687216,687374,158,SX78,FCEG0
687374,687649,275,SA1,MMJB1
687649,687879,230,SA1,MJPM0
687879,688147,268,SX212,FEEH0
688147,688334,187,SX105,MKXL0
688334,688659,325,SA2,FJDM2
688659,688933,274,SA1,MMPM0
688933,689155,222,SX97,MGXP0
689155,689571,416,SI1688,FBLV0
689571,689728,157,SX81,MJDC0
689728,690077,349,SX286,MARW0
690077,690329,252,SX58,FDFB0
690329,690495,166,SI1635,MFXV0
690495,690722,227,SX182,FSSB0
690722,691125,403,SI1698,MNTW0
691125,691334,209,SX367,MMEB0
691334,691537,203,SI2295,FLMK0
691537,691965,428,SI972,FMPG0
691965,692155,190,SX421,MABC0
692155,692447,292,SA2,MRSO0
692447,692710,263,SI843,MRLK0
692710,693072,362,SI1771,FKDE0
693072,693249,177,SI2241,FLJG0
693249,693714,465,SI1822,MTJS0
693714,694001,287,SI689,MBAR0
694001,694259,258,SX234,MFXS0
694259,694383,124,SX127,FCJF0
694383,694639,256,SI1594,MRLD0
694639,694925,286,SX251,MMPM0
694925,695245,320,SI982,FBCG1
695245,695532,287,SX260,FLKM0
695532,695750,218,SI1969,MBWP0
695750,695953,203,SX131,MCRE0
695953,696396,443,SI1206,MRSO0
696396,696553,157,SX3,MILB0
696553,696806,253,SA1,MEJS0
696806,697042,236,SI1838,FKAA0
697042,697459,417,SI1333,FSJW0
697459,697659,200,SI471,FEEH0
697659,697981,322,SX161,FKSR0
697981,698126,145,SX131,MJDA0
698126,698457,331,SX161,MMPM0
698457,698671,214,SX16,MARW0
698671,698911,240,SX75,MGJC0
698911,699130,219,SI1012,MJLG1
699130,699367,237,SX287,MJJM0
699367,699624,257,SX426,FBMJ0
699624,699841,217,SX222,FAEM0
699841,700049,208,SX68,MKLN0
700049,700184,135,SI1930,FSAK0
700184,700359,175,SX202,MTJS0
700359,700671,312,SX336,FSKC0
700671,700857,186,SA2,MBBR0
700857,701015,158,SX427,MMAM0
701015,701226,211,SX367,MESJ0
701226,701450,224,SI2047,MLSH0
701450,701606,156,SX3,MWRP0
701606,701930,324,SX335,FALR0
701930,702353,423,SI528,MDBP0
702353,702744,391,SI981,FLJG0
702744,702981,237,SX108,MRTC0
702981,703210,229,SI931,FDTD0
703210,703398,188,SA2,MRDS0
703398,703746,348,SX174,FMJF0
703746,703972,226,SA1,MGAG0
703972,704176,204,SA2,MDDC0
704176,704389,213,SA2,MPEB0
704389,704628,239,SX151,MREM0
704628,704837,209,SI1061,MMPM0
704837,704935,98,SI2115,MVRW0
704935,705288,353,SX170,MSDH0
705288,705554,266,SX159,FMAH1
705554,705916,362,SX402,FJRB0
705916,706147,231,SX169,MBWP0
706147,706376,229,SA2,FJHK0
706376,706608,232,SX132,FAEM0
706608,707077,469,SI1421,MRML0
707077,707311,234,SX62,MPPC0
707311,707450,139,SX217,FCJF0
707450,707762,312,SX219,MRSO0
707762,707979,217,SA1,MSES0
707979,708153,174,SI2246,MJLB0
708153,708543,390,SI1293,MAPV0
708543,708723,180,SI1585,MRXB0
708723,709009,286,SA1,MTAB0
709009,709313,304,SX362,MJXL0
709313,709558,245,SA2,MMJB1
709558,709723,165,SI485,FSDJ0
709723,709999,276,SA1,MFER0
709999,710216,217,SI606,MJRA0
710216,710450,234,SX411,MSRG0
710450,710747,297,SX348,FKFB0
710747,711152,405,SI2054,MJSR0
711152,711392,240,SI872,MKDB0
711392,711557,165,SX254,MCDR0
711557,711908,351,SI1115,FSDJ0
711908,712123,215,SI1405,MSMR0
712123,712355,232,SX436,MLEL0
712355,712541,186,SX74,MJAI0
712541,712764,223,SA2,MSMS0
712764,713070,306,SA1,MSFV0
713070,713303,233,SI1647,MHJB0
713303,713489,186,SX128,MJMD0
713489,713783,294,SX61,FKDE0
713783,714158,375,SI488,MTMT0
714158,714366,208,SX63,FCAG0
714366,714591,225,SA1,MRLJ1
714591,714811,220,SA2,MKDB0
714811,715106,295,SX247,MJXA0
715106,715254,148,SX168,FCEG0
715254,715561,307,SI1006,MDBB1
715561,715726,165,SX253,FCRZ0
715726,715958,232,SI1680,MRDD0
715958,716231,273,SI529,FVKB0
716231,716426,195,SA2,MREE0
716426,716746,320,SI1197,FDMY0
716746,716929,183,SX18,MRAV0
716929,717182,253,SX378,MRTC0
717182,717413,231,SA2,MWSB0
717413,717737,324,SA1,MTER0
717737,718042,305,SX301,FDTD0
718042,718266,224,SI1498,MRJT0
718266,718653,387,SI665,MDWH0
718653,718992,339,SX166,MRFL0
718992,719254,262,SA1,MREW1
719254,719537,283,SX149,MPGR1
719537,719796,259,SI2251,FSMA0
719796,720062,266,SA2,MRMG0
720062,720237,175,SX27,MJEB1
720237,720420,183,SA2,FLMA0
720420,720628,208,SX32,MDMT0
720628,720834,206,SX210,FKKH0
720834,720977,143,SX273,MBSB0
720977,721380,403,SX349,FSBK0
721380,721581,201,SI804,FJSP0
721581,721793,212,SX37,FCYL0
721793,721968,175,SA2,MTAS0
721968,722153,185,SI1999,MJAE0
722153,722369,216,SI795,FJWB1
722369,722655,286,SA1,MLBC0
722655,722853,198,SX73,MRWA0
722853,723106,253,SA1,MDMT0
723106,723339,233,SI1164,MGSL0
723339,723570,231,SX264,FJSP0
723570,723909,339,SX352,FPJF0
723909,724069,160,SI2245,FKLC0
724069,724246,177,SX339,MDDC0
724246,724474,228,SX55,MJMA0
724474,724746,272,SX212,MBTH0
724746,724946,200,SI1947,MGRP0
724946,725244,298,SI890,MTJG0
725244,725467,223,SA2,FEME0
725467,725698,231,SI1504,FSMS1
725698,725967,269,SX260,FLTM0
725967,726166,199,SX269,FJLG0
726166,726466,300,SX176,MWDK0
726466,726865,399,SI679,FNTB0
726865,727124,259,SX219,FCAJ0
727124,727297,173,SI1352,MAKR0
727297,727510,213,SX73,FCRZ0
727510,727725,215,SA2,FPAF0
727725,727848,123,SX237,MTRT0
727848,728256,408,SI1391,MRKM0
728256,728599,343,SI1240,MEJS0
728599,728809,210,SX378,MARC0
728809,729099,290,SI1149,FDML0
729099,729282,183,SA2,MDSS1
729282,729538,256,SX93,FAJW0
729538,729791,253,SX411,MSRR0
729791,729959,168,SX217,FKSR0
729959,730313,354,SX329,MTAT1
730313,730565,252,SA2,MPRB0
730565,730859,294,SX357,MKLS0
730859,731043,184,SX441,MJDC0
731043,731239,196,SI510,MRVG0
731239,731456,217,SA2,MFWK0
731456,731672,216,SX33,FNTB0
731672,731902,230,SX96,MRGS0
731902,732082,180,SX117,MJFH0
732082,732270,188,SX148,FDFB0
732270,732521,251,SX329,MSES0
732521,732825,304,SX263,MJJJ0
732825,733138,313,SX286,MJLS0
733138,733391,253,SI1518,MMWS0
733391,733681,290,SX347,MBJV0
733681,733919,238,SI2326,MDKS0
733919,734202,283,SX418,FKLC1
734202,734491,289,SX444,MGSL0
734491,734715,224,SX32,MBTH0
734715,734973,258,SA2,FJXM0
734973,735180,207,SA2,MTLC0
735180,735465,285,SX366,FALK0
735465,735681,216,SA2,FGRW0
735681,735902,221,SX241,FKDE0
735902,736170,268,SA2,MDED0
736170,736407,237,SX358,FLJA0
736407,736654,247,SA1,MHRM0
736654,736865,211,SX240,MPEB0
736865,737046,181,SX276,MNET0
737046,737338,292,SA1,FPAC0
737338,737653,315,SA1,MSVS0
737653,737934,281,SA1,MMDG0
737934,738311,377,SI716,FPAD0
738311,738585,274,SI1232,MJBG0
738585,738802,217,SX447,MKLS0
738802,738958,156,SX35,MTAS0
738958,739275,317,SX287,MTKD0
739275,739496,221,SA1,MBJV0
739496,739645,149,SI2207,MBMA1
739645,739885,240,SX401,MKLW0
739885,740215,330,SI848,MRAB1
740215,740524,309,SI1319,MBAR0
740524,740850,326,SI1821,MJPG0
740850,741063,213,SX211,MJKR0
741063,741284,221,SX245,FEME0
741284,741529,245,SX254,MJSR0
741529,741843,314,SI1817,MTKD0
741843,742046,203,SI1083,FCMM0
742046,742299,253,SA1,MTPG0
742299,742521,222,SI2136,MMXS0
742521,742771,250,SI883,MCDD0
742771,743092,321,SX406,MGAK0
743092,743361,269,SA2,MSVS0
743361,743584,223,SA2,MTRR0
743584,743830,246,SX39,FMJU0
743830,744170,340,SI1102,MRWS0
744170,744388,218,SA2,MMAR0
744388,744601,213,SX429,MDDC0
744601,744828,227,SX206,MAKB0
744828,745068,240,SX206,FVMH0
745068,745447,379,SI481,FCKE0
745447,745758,311,SI1491,MKRG0
745758,745961,203,SX152,MPPC0
745961,746234,273,SA1,MGSH0
746234,746530,296,SX58,MMJB1
746530,746849,319,SX347,FSMS1
746849,747044,195,SA1,MSDB0
747044,747342,298,SX123,MAPV0
747342,747599,257,SX308,MRAB1
747599,747825,226,SA2,MREH1
747825,748155,330,SI1282,MGAF0
748155,748355,200,SX96,MWSB0
748355,748704,349,SA1,FDTD0
748704,748881,177,SA2,MBJV0
748881,749010,129,SX261,MDSS0
749010,749298,288,SX362,MSFV0
749298,749546,248,SA1,MTWH1
749546,749767,221,SX345,FJWB1
749767,750056,289,SX147,MGRP0
750056,750594,538,SI654,MMVP0
750594,750748,154,SX24,MPGH0
750748,750954,206,SX131,MKLW0
750954,751265,311,SX76,MDKS0
751265,751488,223,SA2,MTPR0
751488,751603,115,SX72,MWAD0
751603,751749,146,SI2031,MTDB0
751749,751959,210,SX447,MSDS0
751959,752225,266,SX452,FTMG0
752225,752518,293,SA1,MTBC0
752518,752713,195,SA2,MGAG0
752713,752931,218,SX62,MEJL0
752931,753236,305,SI968,MKLN0
753236,753608,372,SX451,FDKN0
753608,753873,265,SX363,MWRP0
753873,754088,215,SX382,MGAF0
754088,754285,197,SX89,MDPS0
754285,754559,274,SA1,MSAT1
754559,754824,265,SA1,MDPS0
754824,755041,217,SA2,MMPM0
755041,755243,202,SX46,MMAG0
755243,755391,148,SX425,MRDM0
755391,755680,289,SX363,MTBC0
755680,755973,293,SX439,MKAG0
755973,756170,197,SX446,MJLB0
756170,756287,117,SX231,MSRR0
756287,756591,304,SX174,MJAE0
756591,756810,219,SX235,MWAR0
756810,756997,187,SX198,FSKP0
756997,757210,213,SI1826,MRLR0
